col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,division
Betsy Wahl,,,,,,,,,0,5,5,6,4,4,7,3,3,5,3,2,1,3,1,6,1,3,3,4,3,5,3,1,3,2,2,3,1,3,0,1,1,2,0,1,0,1
Kai Scott,,,,,,,,,,0,8,2,5,5,7,2,4,4,3,4,6,1,4,4,3,4,1,5,1,4,2,2,2,0,0,2,1,1,1,0,0,1,0,1,0,1
Stella Tsai,,,,,,,,,,,0,7,6,4,3,4,3,7,4,4,4,5,2,7,3,3,3,5,0,3,6,3,1,2,2,0,2,1,0,1,0,0,2,0,0,1
Jodi Lobel,,,,,,,,,,,,3,3,4,5,4,4,4,4,0,4,5,2,4,1,2,2,2,1,1,5,4,3,2,2,2,1,2,0,0,0,1,0,0,0,1
Anthony Kyriakakis,,,,,,,,,,,,,0,2,3,2,2,3,4,6,5,2,2,4,3,2,4,3,4,2,1,0,2,3,2,2,4,1,1,3,1,1,1,0,0,1
Vincent N Melchiorre,,,,,,,,,,,,,,0,7,5,7,1,6,2,6,1,10,2,4,1,5,1,0,3,2,2,0,5,4,1,1,2,1,1,1,0,2,0,0,1
Lucretia Clemons,,,,,,,,,,,,,,,0,4,7,5,2,2,5,4,5,2,2,4,4,3,2,3,3,4,2,2,0,2,0,2,1,0,1,2,1,0,0,1
Tracy B Roman,,,,,,,,,,,,,,,,0,1,5,4,1,2,4,6,3,1,5,3,2,0,1,3,3,3,1,1,2,0,0,1,1,0,2,1,0,0,1
Chris Mccabe,,,,,,,,,,,,,,,,,0,3,1,4,6,2,5,2,1,1,1,2,1,1,2,1,0,1,2,1,2,0,1,0,1,0,0,1,1,1
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,0,1,1,1,6,0,4,1,5,1,5,1,2,4,3,3,0,0,1,2,0,0,1,0,1,1,0,0,1
Ken Powell,,,,,,,,,,,,,,,,,,,0,1,3,1,4,4,3,2,2,2,1,2,2,1,2,2,2,1,0,2,1,1,0,0,0,0,0,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,0,4,1,2,2,3,3,1,2,3,2,1,0,1,3,3,2,2,2,1,0,1,1,1,2,1,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,0,1,6,1,4,1,1,2,2,1,1,2,2,3,3,2,1,1,0,0,0,0,1,0,0,1
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,0,1,4,1,4,4,3,1,2,4,6,4,1,2,1,1,2,2,2,2,1,2,1,1,1
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,3,0,0,1,1,2,0,3,2,1,1,1,1,1,1,0,2,0,0,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,2,4,1,3,4,2,3,1,2,1,1,1,1,1,1,0,0,1,1,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,3,2,2,0,1,1,4,3,0,1,1,0,0,2,0,2,0,0,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,4,4,4,0,0,2,0,1,1,0,0,2,0,1,0,1
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,4,0,2,1,3,3,1,1,1,2,3,2,1,3,0,0,1
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,3,2,1,1,0,2,0,1,1,1,0,1,0,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,1,1,0,0,1,0,0,0,1,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,1,1,0,2,1,0,1,1,1,0,0,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,0,2,0,1,1,2,0,1,0,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,1,3,0,0,1,0,2,0,0,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,1,2,0,1,0,0,1
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,0,2,0,1,0,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,1,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,0,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,1,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,60,8,41,33,30,22,19,18,17,17,17,16,15,15,14,13,12,12,12,12,11,11,11,10,9,9,9,8,7,7,7,7,7,7,7,6,5,5,3,3,3,3,3,2,1,1
,Judge Of The Superior Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Alice Beck Dubow,Robert Colville,Abbe Fletman,Jennifer Schultz,Mia Roberts Perez,Chris Mallios,Betsy Wahl,Ken Powell,Michael Fanning,Tracy B Roman,Deborah Watson Stokes,Rainy Papademetriou,Wayne M D Bennett,Kai Scott,Anthony Kyriakakis,James F Berardinelli,Jodi Lobel,Stephanie M Sawyer,Lynne M Summers,Marissa Brumbach,Stella Tsai,Vincent N Melchiorre,Chris Mccabe,Thomas Martin,Vince Giusini,Edward William Louden Jr,Lucretia Clemons,Daine Grey Jr,Leon Goodman,Scott Diclaudio,Brian T Ortelere,Vincent Furlong,Jon Marshall,Joshua Hill,Sandjai Weaver,Frances Fattah,Lyris Younge,Shanese Johnson,Sherman Toppin,William J Ciancaglini,Franklin A Bennett Iii,Leon A King Ii,Rania Major,Starr Marshall Cash,Tangie M Boston,2
Alice Beck Dubow,7,0,24,23,21,19,16,15,14,16,15,11,13,9,9,6,11,11,11,10,10,10,9,8,10,6,9,6,6,8,5,5,4,4,6,5,5,5,4,4,4,4,4,3,3,2
Robert Colville,,0,4,3,2,3,2,3,1,1,1,2,1,3,3,3,1,1,0,1,1,0,1,2,0,2,0,0,2,0,1,1,2,2,0,0,0,0,1,1,0,0,0,0,0,2
Abbe Fletman,,,1,10,19,20,5,10,14,9,3,9,6,7,5,5,5,2,5,4,5,7,3,8,4,5,3,4,5,3,5,3,2,3,2,2,1,2,1,2,1,2,2,1,0,2
Jennifer Schultz,,,,0,9,6,10,5,6,10,11,5,7,3,7,5,6,7,8,8,6,4,6,2,6,6,4,5,4,4,5,5,2,3,4,2,2,2,2,1,1,1,3,2,2,2
Mia Roberts Perez,,,,,0,15,7,7,13,12,6,7,4,6,4,3,3,5,6,4,5,6,2,6,3,0,3,2,3,3,1,1,0,2,3,2,2,1,1,1,1,2,2,1,1,2
Chris Mallios,,,,,,0,3,6,13,7,4,6,4,4,3,2,2,1,3,1,5,7,3,6,0,0,1,1,2,1,1,1,0,2,1,2,1,0,1,0,1,1,1,0,0,2
Betsy Wahl,,,,,,,0,3,2,8,9,4,4,4,5,3,5,10,7,9,4,1,6,2,6,3,3,3,1,2,3,3,1,1,3,1,2,3,1,0,0,0,2,2,2,2
Ken Powell,,,,,,,,0,7,7,4,5,2,3,4,5,5,1,2,2,2,8,2,6,5,6,2,1,4,6,2,2,3,4,1,2,1,3,4,4,2,1,1,0,1,2
Michael Fanning,,,,,,,,,0,8,3,4,3,0,3,1,0,0,2,0,3,8,3,7,2,2,2,0,1,3,1,0,1,1,0,2,0,0,1,1,1,0,0,0,1,2
Tracy B Roman,,,,,,,,,,0,7,7,3,3,4,2,2,6,7,5,3,6,2,4,4,2,2,1,2,5,2,3,2,0,3,0,4,1,0,1,1,1,2,1,1,2
Deborah Watson Stokes,,,,,,,,,,,0,5,2,6,7,2,6,10,6,8,4,3,4,2,5,2,4,2,4,3,2,2,1,3,3,2,2,2,3,1,2,1,2,2,3,2
Rainy Papademetriou,,,,,,,,,,,,0,1,6,5,2,3,2,2,3,5,3,2,1,2,3,3,4,4,3,5,2,3,2,1,0,1,1,1,1,3,2,1,0,1,2
Wayne M D Bennett,,,,,,,,,,,,,0,1,1,3,3,3,5,2,3,1,1,3,2,2,2,1,2,0,0,2,2,1,2,1,1,2,2,2,2,2,2,0,0,2
Kai Scott,,,,,,,,,,,,,,0,5,1,4,5,2,4,2,1,1,1,4,2,1,1,3,0,2,1,0,1,2,0,1,2,0,1,1,1,2,0,1,2
Anthony Kyriakakis,,,,,,,,,,,,,,,0,2,2,4,1,5,5,1,3,1,4,4,2,2,4,2,3,0,2,3,2,1,2,2,2,1,0,1,2,0,2,2
James F Berardinelli,,,,,,,,,,,,,,,,1,2,2,3,3,2,2,1,1,3,3,2,2,2,1,1,4,2,3,1,1,0,2,2,3,1,1,0,0,0,2
Jodi Lobel,,,,,,,,,,,,,,,,,0,4,5,6,2,1,2,1,4,4,4,2,2,1,3,2,1,2,4,1,1,3,2,1,2,3,3,2,1,2
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,0,5,7,4,0,1,1,3,0,3,3,1,1,1,3,1,0,4,1,2,2,1,1,1,1,2,2,2,2
Lynne M Summers,,,,,,,,,,,,,,,,,,,0,6,3,1,2,2,4,2,2,0,1,0,1,3,0,2,2,1,2,4,2,0,1,1,2,1,0,2
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,0,2,0,1,1,5,3,2,1,1,1,1,2,0,2,4,1,2,4,1,0,0,0,3,2,2,2
Stella Tsai,,,,,,,,,,,,,,,,,,,,,0,1,3,0,1,1,3,3,2,1,3,1,2,2,1,1,1,2,3,1,2,2,1,0,0,2
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,0,3,5,2,2,0,0,1,2,1,0,0,1,0,1,0,0,1,3,1,0,0,0,0,2
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,0,1,3,3,1,2,1,0,4,1,1,2,0,0,0,0,1,1,1,0,0,0,0,2
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,2
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,0,5,2,0,1,3,2,2,0,1,1,1,2,3,0,2,1,0,1,0,1,2
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,4,2,3,2,1,1,0,2,1,2,1,0,1,0,1,2
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,1,1,2,1,3,2,0,0,1,1,3,3,0,3,2,2
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,4,3,2,0,2,1,0,0,0,1,1,2,0,1,1,2
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,3,4,0,0,0,0,3,1,1,2,0,1,0,2
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,0,1,2,0,1,1,1,1,0,0,1,2
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,1,0,0,0,0,0,1,1,1,0,0,0,2
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0,0,0,0,1,1,1,0,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,0,2,2,2,2,0,0,0,2
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,4,1,1,1,0,0,0,2
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,2,3,2,2,2
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,1,2,2
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,1,0,0,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,2,0,0,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,0,2
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,0,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,2
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,2
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,66,8,33,28,25,24,18,18,17,17,16,15,14,13,12,12,12,12,11,11,11,11,10,10,10,9,9,8,8,8,7,7,6,6,6,5,5,5,5,5,4,4,4,3,3,2
,Judge Of The Superior Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Alice Beck Dubow,Robert Colville,Abbe Fletman,Mia Roberts Perez,Kai Scott,Jennifer Schultz,Frances Fattah,Ken Powell,Leon Goodman,Lyris Younge,Chris Mallios,Michael Fanning,Lynne M Summers,Lucretia Clemons,Shanese Johnson,Tracy B Roman,Rainy Papademetriou,Scott Diclaudio,Wayne M D Bennett,Betsy Wahl,Thomas Martin,Vincent N Melchiorre,Daine Grey Jr,Deborah Watson Stokes,Rania Major,Leon A King Ii,Stephanie M Sawyer,Vincent Furlong,James F Berardinelli,Jon Marshall,Brian T Ortelere,Joshua Hill,Sherman Toppin,Chris Mccabe,Edward William Louden Jr,Marissa Brumbach,Anthony Kyriakakis,Stella Tsai,Vince Giusini,Jodi Lobel,Sandjai Weaver,Tangie M Boston,Franklin A Bennett Iii,Starr Marshall Cash,William J Ciancaglini,3
Alice Beck Dubow,7,0,31,29,27,24,23,19,17,17,14,15,18,17,18,18,16,14,14,14,15,15,13,13,14,13,13,11,9,9,10,8,10,9,8,10,9,8,6,6,7,5,4,3,1,3
Robert Colville,,0,0,0,2,4,3,3,5,3,0,1,1,0,1,1,2,4,3,1,2,2,2,1,2,2,1,2,3,3,1,3,1,1,1,0,0,0,1,1,0,1,0,0,0,3
Abbe Fletman,,,2,19,11,12,7,9,7,6,17,16,7,11,4,12,12,6,5,6,10,9,4,6,8,4,7,8,4,3,8,4,4,8,5,6,5,4,3,4,1,0,2,1,1,3
Mia Roberts Perez,,,,0,14,12,11,10,7,8,16,15,7,4,6,9,5,5,6,7,4,4,7,7,8,8,4,5,2,3,0,3,5,4,3,5,2,2,3,3,6,2,1,1,1,3
Kai Scott,,,,,1,12,12,10,9,12,5,4,10,12,8,3,7,8,8,7,9,11,7,9,6,10,6,2,6,6,7,1,4,6,0,3,4,3,2,4,5,2,3,2,1,3
Jennifer Schultz,,,,,,0,11,11,12,12,4,5,11,8,6,12,5,11,8,9,5,3,8,9,7,10,9,10,8,9,4,7,5,3,7,6,6,3,3,5,2,3,2,0,1,3
Frances Fattah,,,,,,,0,9,9,12,3,4,8,3,11,7,2,6,12,5,5,5,3,10,5,8,8,4,5,6,1,5,5,1,3,4,4,1,2,2,6,5,1,1,0,3
Ken Powell,,,,,,,,0,11,8,7,7,6,4,7,9,5,6,5,2,5,5,8,5,5,8,5,6,5,8,2,6,6,3,3,1,4,1,2,1,1,1,3,2,0,3
Leon Goodman,,,,,,,,,0,6,0,4,7,3,6,7,5,9,6,4,3,3,7,3,10,8,3,7,6,10,1,4,1,3,4,4,5,1,4,3,1,2,2,1,0,3
Lyris Younge,,,,,,,,,,0,2,3,6,5,8,5,3,7,8,5,2,5,7,9,3,5,7,5,2,5,3,2,4,1,2,3,2,1,1,2,5,4,1,2,0,3
Chris Mallios,,,,,,,,,,,0,13,5,1,1,6,2,3,3,2,5,2,3,3,2,2,3,2,1,1,0,4,4,1,1,0,0,1,0,2,0,0,0,1,1,3
Michael Fanning,,,,,,,,,,,,0,6,3,4,4,3,5,3,3,2,3,2,1,6,2,4,4,1,2,1,5,2,3,2,1,1,0,2,1,2,1,2,1,1,3
Lynne M Summers,,,,,,,,,,,,,0,7,4,8,2,5,5,10,3,2,1,6,5,6,7,4,4,6,1,3,3,2,3,4,3,3,3,3,2,3,0,1,1,3
Lucretia Clemons,,,,,,,,,,,,,,0,4,5,8,3,2,7,5,6,2,4,3,3,5,2,4,4,7,2,1,5,0,4,3,5,0,2,2,0,3,1,0,3
Shanese Johnson,,,,,,,,,,,,,,,0,3,1,1,7,2,3,2,5,6,6,6,6,1,2,3,1,3,3,0,2,2,1,2,0,1,5,2,2,3,0,3
Tracy B Roman,,,,,,,,,,,,,,,,0,7,6,5,6,4,2,5,8,7,2,5,5,4,3,2,5,3,1,5,6,3,5,1,3,1,1,0,0,0,3
Rainy Papademetriou,,,,,,,,,,,,,,,,,0,6,4,3,9,8,4,1,4,2,2,4,3,2,7,3,2,6,2,5,2,3,3,1,1,1,0,0,0,3
Scott Diclaudio,,,,,,,,,,,,,,,,,,0,5,2,5,5,5,1,3,4,2,4,4,6,3,6,2,2,3,2,3,1,2,2,1,2,1,0,1,3
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,0,1,4,4,2,8,6,5,2,3,5,3,0,3,3,0,2,3,3,1,2,2,4,3,2,2,0,3
Betsy Wahl,,,,,,,,,,,,,,,,,,,,0,1,1,3,5,6,3,8,2,3,3,1,2,2,1,1,5,1,5,4,4,2,2,1,1,0,3
Thomas Martin,,,,,,,,,,,,,,,,,,,,,0,9,4,1,0,3,3,4,4,2,7,6,6,5,2,0,1,2,1,3,0,1,0,1,0,3
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,2,1,4,4,1,8,4,3,7,1,1,1,3,1,1,2,0,1,0,0,3
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,1,4,5,1,3,3,2,3,2,2,5,2,3,2,0,4,1,1,0,2,1,2,0,3
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,5,3,2,1,0,1,3,1,2,3,1,3,0,2,3,0,0,0,0,3
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,0,2,5,4,3,3,0,3,1,3,2,6,2,3,3,3,3,2,2,2,0,3
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,6,0,2,4,2,0,1,4,0,2,1,4,1,0,0,1,3
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,4,4,0,1,4,0,2,0,3,2,2,1,1,0,3
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,4,2,4,2,6,3,2,2,1,4,2,0,1,1,0,1,3
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,3,3,4,0,3,2,3,2,1,2,1,0,2,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,3,1,3,1,2,0,1,2,1,1,0,3
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,5,2,0,2,2,1,0,0,1,1,0,0,3
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,3,1,1,1,1,2,1,0,1,0,0,3
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,1,1,0,2,0,1,0,3
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,3,0,0,0,0,0,1,3
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,3
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,1,3,2,2,1,0,0,3
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,0,1,1,0,0,0,3
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,1,0,3
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,3
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,0,3
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,3
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,3
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,3
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,75,6,41,34,31,29,27,23,22,22,21,21,20,19,19,19,18,18,18,17,17,17,16,16,16,15,15,13,12,12,11,11,11,10,10,10,9,8,8,7,7,6,5,3,1,3
,Judge Of The Superior Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,Alice Beck Dubow,Robert Colville,Abbe Fletman,Jennifer Schultz,Chris Mallios,Mia Roberts Perez,Wayne M D Bennett,Kai Scott,Ken Powell,Michael Fanning,Stephanie M Sawyer,Thomas Martin,Rania Major,Stella Tsai,Tracy B Roman,Rainy Papademetriou,Deborah Watson Stokes,James F Berardinelli,Leon Goodman,Lucretia Clemons,Shanese Johnson,Vincent N Melchiorre,Anthony Kyriakakis,Brian T Ortelere,Betsy Wahl,Chris Mccabe,Frances Fattah,Jon Marshall,Sherman Toppin,Vincent Furlong,William J Ciancaglini,Daine Grey Jr,Jodi Lobel,Lynne M Summers,Lyris Younge,Marissa Brumbach,Scott Diclaudio,Starr Marshall Cash,Leon A King Ii,Vince Giusini,Edward William Louden Jr,Franklin A Bennett Iii,Joshua Hill,Sandjai Weaver,Tangie M Boston,4
Alice Beck Dubow,3,0,13,15,10,11,9,7,8,6,9,7,8,6,8,5,6,5,6,5,5,6,3,4,4,3,4,3,3,4,4,2,3,3,3,3,3,3,0,1,0,1,1,1,0,4
Robert Colville,,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Abbe Fletman,,,0,9,11,12,6,8,6,9,6,5,5,5,3,4,3,2,2,2,0,4,2,2,2,2,1,1,1,0,1,2,1,0,1,2,1,1,1,0,0,0,1,0,0,4
Jennifer Schultz,,,,1,7,8,8,3,8,5,6,6,7,6,6,2,4,5,4,5,4,6,2,3,2,3,1,3,3,3,3,1,2,2,3,2,3,2,0,1,0,1,1,1,0,4
Chris Mallios,,,,,0,9,7,6,5,8,3,5,4,4,4,2,3,3,2,3,2,4,2,4,2,2,1,1,2,1,2,1,1,1,1,0,2,0,2,2,0,1,0,0,0,4
